date,state,17-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,other,total
2021-11-12,Malaysia,30,26,22,10,10,4,8,1,1,0,112
2021-11-13,Malaysia,177,90,50,53,50,36,27,10,3,1,497
2021-11-14,Malaysia,130,79,66,68,65,34,29,15,3,0,489
2021-11-15,Malaysia,85,18,17,26,15,11,0,4,0,0,176
2021-11-16,Malaysia,93,49,35,31,11,4,6,4,0,0,233
2021-11-17,Malaysia,174,50,44,29,33,19,7,5,0,0,361
2021-11-18,Malaysia,224,66,45,58,38,19,12,4,0,0,466
2021-11-19,Malaysia,50,42,21,19,12,6,8,0,1,0,159
2021-11-20,Malaysia,158,57,47,40,27,23,25,7,1,0,385
2021-11-21,Malaysia,142,90,57,61,54,28,21,18,1,1,473
2021-11-22,Malaysia,87,26,19,17,11,8,2,4,1,0,175
2021-11-23,Malaysia,143,23,21,28,15,9,9,3,0,0,251
2021-11-24,Malaysia,107,63,42,39,19,15,5,2,0,0,292
2021-11-25,Malaysia,175,82,51,48,33,9,12,1,0,0,411
2021-11-26,Malaysia,54,35,28,11,18,9,3,3,0,0,161
2021-11-27,Malaysia,91,65,59,42,42,17,15,4,0,0,335
2021-11-28,Malaysia,134,87,59,68,46,32,26,23,1,0,476
2021-11-29,Malaysia,46,35,16,14,11,5,2,2,0,0,131
2021-11-30,Malaysia,142,53,32,42,28,12,7,6,0,0,322
2021-12-01,Malaysia,187,41,44,67,33,11,6,4,0,0,393
2021-12-02,Malaysia,196,55,44,40,29,12,4,3,0,0,383
2021-12-03,Malaysia,71,28,16,15,10,6,6,3,0,0,155
2021-12-04,Malaysia,175,56,44,42,37,17,23,11,1,0,406
2021-12-05,Malaysia,108,80,71,57,52,31,24,14,1,0,438
2021-12-06,Malaysia,119,21,18,15,10,5,6,3,0,0,197
2021-12-07,Malaysia,133,48,17,28,18,13,6,5,0,0,268
2021-12-08,Malaysia,111,34,24,22,20,6,7,1,0,0,225
2021-12-09,Malaysia,149,56,35,31,23,11,7,3,0,0,315
2021-12-10,Malaysia,62,17,16,22,24,9,6,2,0,0,158
2021-12-11,Malaysia,132,51,46,35,26,17,15,6,1,0,329
2021-12-12,Malaysia,118,71,58,51,51,40,27,18,0,0,434
2021-12-13,Malaysia,96,22,13,23,11,11,3,4,0,0,183
2021-12-14,Malaysia,256,61,56,57,40,19,11,2,0,0,502
2021-12-15,Malaysia,284,69,44,32,30,7,12,7,0,0,485
2021-12-16,Malaysia,261,64,29,37,16,19,3,4,1,0,434
2021-12-17,Malaysia,64,22,26,24,21,6,6,2,2,0,173
2021-12-18,Malaysia,92,39,42,34,28,11,14,6,2,0,268
2021-12-19,Malaysia,143,52,35,46,45,16,21,17,2,1,378
2021-12-20,Malaysia,121,26,19,18,11,6,3,4,0,0,208
2021-12-21,Malaysia,164,31,34,30,8,5,3,5,0,0,280
2021-12-22,Malaysia,124,30,17,24,21,14,5,2,0,0,237
2021-12-23,Malaysia,86,41,30,36,19,14,6,1,1,0,234
2021-12-24,Malaysia,71,31,24,22,17,9,8,1,0,0,183
2021-12-25,Malaysia,85,49,39,44,25,25,12,8,0,0,287
2021-12-26,Malaysia,117,61,54,40,27,33,20,14,0,0,366
2021-12-27,Malaysia,49,17,26,23,9,7,4,4,0,0,139
2021-12-28,Malaysia,82,16,18,23,18,12,13,3,0,0,185
2021-12-29,Malaysia,118,67,36,34,28,25,13,1,1,0,323
2021-12-30,Malaysia,45,38,45,29,18,10,8,2,0,0,195
2021-12-31,Malaysia,34,25,21,32,10,8,5,0,0,0,135
2022-01-01,Malaysia,95,65,47,63,45,18,16,3,0,0,352
2022-01-02,Malaysia,106,58,42,53,35,28,21,12,1,0,356
2022-01-03,Malaysia,27,18,12,13,12,5,2,1,0,0,90
2022-01-04,Malaysia,43,26,20,15,14,9,4,4,0,0,135
2022-01-05,Malaysia,145,33,29,25,21,8,4,4,0,0,269
2022-01-06,Malaysia,90,34,38,34,26,15,4,3,1,0,245
2022-01-07,Malaysia,35,24,23,14,15,7,3,1,0,0,122
2022-01-08,Malaysia,299,51,53,41,34,24,13,5,0,0,520
2022-01-09,Malaysia,197,78,64,50,44,32,24,12,0,0,501
2022-01-10,Malaysia,26,25,30,18,6,5,3,1,0,0,114
2022-01-11,Malaysia,42,21,26,17,11,17,11,4,0,0,149
2022-01-12,Malaysia,129,24,29,36,18,14,6,5,2,0,263
2022-01-13,Malaysia,276,42,32,34,17,6,8,3,0,0,418
2022-01-14,Malaysia,64,41,31,30,18,8,4,7,0,0,203
2022-01-15,Malaysia,183,64,47,42,40,23,18,11,1,0,429
2022-01-16,Malaysia,190,75,41,67,39,19,20,15,1,0,467
2022-01-17,Malaysia,45,31,18,25,10,9,5,3,1,0,147
2022-01-18,Malaysia,176,59,47,38,17,14,9,5,0,0,365
2022-01-19,Malaysia,106,36,21,24,18,10,8,4,0,0,227
2022-01-20,Malaysia,186,54,37,27,27,14,7,7,0,0,359
2022-01-21,Malaysia,127,43,16,10,11,7,4,3,0,0,221
2022-01-22,Malaysia,214,107,51,51,35,33,19,6,0,0,516
2022-01-23,Malaysia,116,86,47,51,47,40,19,17,1,0,424
2022-01-24,Malaysia,58,31,23,32,21,16,8,3,0,0,192
2022-01-25,Malaysia,231,42,40,24,24,10,13,2,1,0,387
2022-01-26,Malaysia,135,47,39,26,31,8,3,3,0,0,292
2022-01-27,Malaysia,76,78,59,47,34,10,8,3,0,0,315
2022-01-28,Malaysia,16,27,15,18,12,8,7,3,0,0,106
2022-01-29,Malaysia,117,43,36,44,52,25,14,10,0,1,342
2022-01-30,Malaysia,88,52,52,39,41,29,23,7,1,0,332
2022-01-31,Malaysia,34,19,19,14,12,7,3,4,1,0,113
2022-02-01,Malaysia,37,32,23,31,18,11,3,3,0,0,158
2022-02-02,Malaysia,54,39,24,24,31,23,11,3,0,0,209
2022-02-03,Malaysia,89,29,26,25,28,14,17,7,2,0,237
2022-02-04,Malaysia,34,23,26,14,8,10,9,4,0,0,128
2022-02-05,Malaysia,106,56,35,57,28,21,14,8,0,0,325
2022-02-06,Malaysia,89,53,49,48,34,31,19,16,0,1,340
2022-02-07,Malaysia,33,29,14,17,13,8,9,4,0,0,127
2022-02-08,Malaysia,75,46,43,31,39,13,11,3,0,0,261
2022-02-09,Malaysia,79,47,37,32,15,13,7,5,0,0,235
2022-02-10,Malaysia,51,35,45,51,34,13,14,5,0,0,248
2022-02-11,Malaysia,78,46,14,25,10,4,6,3,0,0,186
2022-02-12,Malaysia,123,56,45,46,40,36,23,12,2,0,383
2022-02-13,Malaysia,92,68,63,52,38,32,11,6,0,0,362
2022-02-14,Malaysia,71,27,19,19,15,12,7,6,1,0,177
2022-02-15,Malaysia,124,32,34,32,23,15,13,5,0,0,278
2022-02-16,Malaysia,54,29,28,16,20,5,10,6,1,0,169
2022-02-17,Malaysia,53,54,26,37,24,18,15,7,1,0,235
2022-02-18,Malaysia,31,21,29,25,9,7,10,6,0,0,138
2022-02-19,Malaysia,117,46,57,55,48,33,21,5,1,0,383
2022-02-20,Malaysia,120,87,78,73,61,37,49,11,2,0,518
2022-02-21,Malaysia,34,18,14,20,21,9,4,1,0,0,121
2022-02-22,Malaysia,59,25,39,30,18,14,7,4,2,0,198
2022-02-23,Malaysia,66,31,33,23,13,10,7,4,1,0,188
2022-02-24,Malaysia,83,65,66,34,35,21,18,5,1,0,328
2022-02-25,Malaysia,36,22,22,9,11,9,6,2,0,0,117
2022-02-26,Malaysia,85,38,44,43,35,20,14,15,0,0,294
2022-02-27,Malaysia,108,71,69,61,58,45,25,11,3,0,451
2022-02-28,Malaysia,30,28,20,18,19,7,10,3,0,0,135
2022-03-01,Malaysia,40,22,34,17,15,11,2,1,0,0,142
2022-03-02,Malaysia,130,40,30,22,14,15,13,7,0,0,271
2022-03-03,Malaysia,66,46,34,33,28,15,9,4,0,0,235
2022-03-04,Malaysia,42,20,19,16,12,10,6,4,0,0,129
2022-03-05,Malaysia,159,51,42,35,29,32,18,10,0,0,376
2022-03-06,Malaysia,98,60,45,47,53,33,33,16,0,1,386
2022-03-07,Malaysia,55,26,14,24,15,4,2,2,0,0,142
2022-03-08,Malaysia,56,20,24,21,22,11,11,4,1,0,170
2022-03-09,Malaysia,141,37,26,27,20,13,8,6,2,0,280
2022-03-10,Malaysia,107,44,40,55,28,18,18,2,0,0,312
2022-03-11,Malaysia,70,19,11,14,9,5,2,4,0,0,134
2022-03-12,Malaysia,95,42,36,49,29,22,14,4,1,0,292
2022-03-13,Malaysia,97,79,57,47,56,23,32,12,2,0,405
2022-03-14,Malaysia,60,14,14,8,6,4,3,1,1,0,111
2022-03-15,Malaysia,220,53,41,32,14,10,8,1,1,0,380
2022-03-16,Malaysia,230,56,39,35,16,8,13,5,1,0,403
2022-03-17,Malaysia,125,65,40,28,20,12,9,9,0,0,308
2022-03-18,Malaysia,109,16,19,13,9,9,4,2,0,0,181
2022-03-19,Malaysia,204,64,49,31,37,28,25,16,2,0,456
2022-03-20,Malaysia,165,98,74,60,61,37,29,19,2,1,546
2022-03-21,Malaysia,52,40,17,19,4,12,8,3,0,0,155
2022-03-22,Malaysia,32,48,24,30,27,19,12,5,0,0,197
2022-03-23,Malaysia,216,61,34,53,31,15,8,8,2,0,428
2022-03-24,Malaysia,161,97,50,44,25,6,7,3,0,0,393
2022-03-25,Malaysia,96,54,51,41,38,10,9,4,1,0,304
2022-03-26,Malaysia,175,78,55,51,60,36,24,5,0,0,484
2022-03-27,Malaysia,174,106,88,88,76,40,28,21,4,0,625
2022-03-28,Malaysia,91,52,57,60,28,18,10,3,0,0,319
2022-03-29,Malaysia,317,100,65,69,48,34,9,8,1,0,651
2022-03-30,Malaysia,177,61,52,61,33,23,11,5,0,0,423
2022-03-31,Malaysia,318,89,86,67,50,18,10,6,1,0,645
2022-04-01,Malaysia,203,98,37,28,26,14,10,5,0,0,421
2022-04-02,Malaysia,223,63,58,59,44,31,18,10,1,0,507
2022-04-03,Malaysia,98,66,30,23,23,31,16,16,0,0,303
2022-04-04,Malaysia,70,15,13,7,10,5,3,2,0,0,125
2022-04-05,Malaysia,122,17,12,10,8,4,2,0,0,0,175
2022-04-06,Malaysia,122,12,7,11,4,2,3,1,0,0,162
2022-04-07,Malaysia,127,25,18,18,13,8,2,5,0,0,216
2022-04-08,Malaysia,97,24,18,17,19,9,9,7,1,0,201
2022-04-09,Malaysia,205,35,24,18,21,11,14,7,1,0,336
2022-04-10,Malaysia,271,71,69,52,31,26,31,12,0,0,563
2022-04-11,Malaysia,64,10,10,12,6,2,5,2,0,0,111
2022-04-12,Malaysia,82,35,20,17,13,11,6,5,0,0,189
2022-04-13,Malaysia,158,42,22,20,13,13,7,7,1,0,283
2022-04-14,Malaysia,163,36,22,23,17,17,8,7,1,0,294
2022-04-15,Malaysia,109,24,23,22,16,14,18,24,4,0,254
2022-04-16,Malaysia,176,63,36,53,36,28,29,11,0,0,432
2022-04-17,Malaysia,135,82,52,46,56,41,31,19,2,0,464
2022-04-18,Malaysia,38,27,16,19,10,10,4,3,0,0,127
2022-04-19,Malaysia,132,31,22,28,15,14,7,6,1,0,256
2022-04-20,Malaysia,164,29,19,18,11,10,9,3,0,0,263
2022-04-21,Malaysia,133,27,27,20,18,17,9,4,0,0,255
2022-04-22,Malaysia,48,28,12,13,26,10,12,5,0,0,154
2022-04-23,Malaysia,109,42,46,32,29,18,28,10,1,0,315
2022-04-24,Malaysia,161,73,59,47,65,56,38,28,3,0,530
2022-04-25,Malaysia,154,26,16,9,10,6,11,3,1,0,236
2022-04-26,Malaysia,50,29,26,24,17,13,9,2,1,0,171
2022-04-27,Malaysia,110,27,23,14,15,16,5,5,0,0,215
2022-04-28,Malaysia,48,28,20,25,13,9,12,3,0,0,158
2022-04-29,Malaysia,39,27,12,24,9,13,7,6,0,0,137
2022-04-30,Malaysia,215,50,43,27,28,19,13,9,0,0,404
2022-05-01,Malaysia,136,55,55,46,60,42,39,15,1,1,450
2022-05-02,Malaysia,1,1,0,0,0,0,0,1,0,0,3
2022-05-03,Malaysia,5,2,0,0,1,0,1,1,0,0,10
2022-05-04,Malaysia,27,13,8,10,12,4,2,3,0,0,79
2022-05-05,Malaysia,54,29,27,30,23,13,7,4,0,0,187
2022-05-06,Malaysia,55,34,18,27,23,12,6,2,0,0,177
2022-05-07,Malaysia,109,55,46,39,27,24,14,13,2,0,329
2022-05-08,Malaysia,125,79,59,66,56,43,26,15,1,0,470
2022-05-09,Malaysia,53,20,23,24,21,7,5,4,0,0,157
2022-05-10,Malaysia,286,36,27,25,28,19,13,3,0,0,437
2022-05-11,Malaysia,192,69,42,41,27,11,12,0,0,0,394
2022-05-12,Malaysia,130,60,53,49,42,21,19,4,0,0,378
2022-05-13,Malaysia,59,31,16,20,23,13,12,8,1,0,183
2022-05-14,Malaysia,189,111,57,61,47,26,27,7,0,1,526
2022-05-15,Malaysia,231,86,80,59,70,61,46,36,1,0,670
2022-05-16,Malaysia,162,59,54,39,31,21,9,10,0,0,385
2022-05-17,Malaysia,194,45,21,23,29,13,7,8,0,0,340
2022-05-18,Malaysia,205,38,38,38,14,10,7,4,1,0,355
2022-05-19,Malaysia,169,55,40,36,29,19,15,9,1,0,373
2022-05-20,Malaysia,145,47,20,30,16,17,6,6,0,0,287
2022-05-21,Malaysia,225,63,57,40,48,29,17,8,0,0,487
2022-05-22,Malaysia,180,90,66,76,76,43,41,28,2,0,602
2022-05-23,Malaysia,83,37,20,33,24,18,16,7,1,0,239
2022-05-24,Malaysia,197,113,54,31,17,17,12,5,1,0,447
2022-05-25,Malaysia,138,59,43,59,35,14,13,7,1,0,369
2022-05-26,Malaysia,184,72,60,58,28,15,19,8,2,0,446
2022-05-27,Malaysia,185,28,22,11,19,4,3,5,0,0,277
2022-05-28,Malaysia,155,52,40,53,29,24,14,6,0,0,373
2022-05-29,Malaysia,117,75,61,55,45,41,19,10,0,1,424
2022-05-30,Malaysia,130,18,12,12,18,10,11,2,0,0,213
2022-05-31,Malaysia,290,78,30,33,19,13,3,3,0,0,469
2022-06-01,Malaysia,348,61,44,43,32,9,15,6,2,0,560
2022-06-02,Malaysia,198,38,42,25,23,12,9,5,2,0,354
2022-06-03,Malaysia,96,56,42,37,30,5,8,7,1,0,282
2022-06-04,Malaysia,214,86,72,45,29,34,16,8,0,0,504
2022-06-05,Malaysia,138,100,83,61,63,42,27,23,0,0,537
2022-06-06,Malaysia,173,57,46,45,40,23,15,10,1,0,410
2022-06-07,Malaysia,122,39,34,30,13,12,7,2,0,0,259
2022-06-08,Malaysia,155,50,51,42,28,14,13,5,0,0,358
2022-06-09,Malaysia,115,90,64,50,39,23,19,4,1,0,405
2022-06-10,Malaysia,47,56,39,33,27,15,9,2,0,0,228
2022-06-11,Malaysia,110,66,57,65,43,35,23,8,1,0,408
2022-06-12,Malaysia,163,95,88,68,52,42,38,14,1,0,561
2022-06-13,Malaysia,81,37,32,17,17,12,2,3,0,0,201
2022-06-14,Malaysia,133,93,87,86,63,32,23,13,1,0,531
2022-06-15,Malaysia,167,115,67,53,31,20,18,6,1,0,478
2022-06-16,Malaysia,237,100,73,45,45,31,24,8,0,0,563
2022-06-17,Malaysia,101,52,48,62,29,11,8,6,0,0,317
2022-06-18,Malaysia,158,107,74,61,41,31,17,7,1,1,498
2022-06-19,Malaysia,162,110,78,64,71,51,37,20,3,0,596
2022-06-20,Malaysia,43,84,55,34,36,22,6,4,1,0,285
2022-06-21,Malaysia,234,34,22,33,20,16,5,6,0,0,370
2022-06-22,Malaysia,266,43,44,41,36,19,11,4,1,0,465
2022-06-23,Malaysia,338,81,50,50,30,12,7,2,0,0,570
2022-06-24,Malaysia,81,40,24,24,16,12,6,4,0,0,207
2022-06-25,Malaysia,119,73,54,49,36,24,20,12,0,0,387
2022-06-26,Malaysia,133,98,74,66,66,38,33,23,2,0,533
2022-06-27,Malaysia,173,69,34,33,21,10,13,4,1,0,358
2022-06-28,Malaysia,52,61,30,38,24,15,10,4,0,0,234
2022-06-29,Malaysia,171,77,57,52,38,14,7,6,1,0,423
2022-06-30,Malaysia,46,76,50,54,37,18,11,8,0,1,301
2022-07-01,Malaysia,39,36,25,39,20,15,5,5,1,0,185
2022-07-02,Malaysia,255,58,33,35,34,34,14,14,0,0,477
2022-07-03,Malaysia,92,77,76,58,51,49,19,13,2,0,437
2022-07-04,Malaysia,29,17,14,12,16,4,11,1,0,0,104
2022-07-05,Malaysia,72,67,38,52,29,18,10,5,0,0,291
2022-07-06,Malaysia,149,45,53,46,22,16,11,6,0,0,348
2022-07-07,Malaysia,176,57,57,58,36,21,19,8,2,0,434
2022-07-08,Malaysia,73,50,41,34,27,22,11,9,1,0,268
2022-07-09,Malaysia,63,42,30,26,29,15,10,9,1,0,225
2022-07-10,Malaysia,28,23,23,14,15,10,9,3,2,0,127
2022-07-11,Malaysia,38,25,21,24,19,11,6,4,0,0,148
2022-07-12,Malaysia,74,43,30,19,15,17,14,2,1,0,215
2022-07-13,Malaysia,102,47,38,32,19,19,12,3,0,0,272
2022-07-14,Malaysia,223,45,39,46,29,14,7,3,0,0,406
2022-07-15,Malaysia,102,39,21,25,18,9,6,2,0,0,222
2022-07-16,Malaysia,156,87,81,32,41,17,17,13,0,0,444
2022-07-17,Malaysia,196,100,90,90,61,49,47,29,2,0,664
2022-07-18,Malaysia,61,43,41,38,25,11,12,6,1,0,238
2022-07-19,Malaysia,76,63,51,54,33,29,15,8,1,0,330
2022-07-20,Malaysia,80,77,47,46,27,20,21,2,0,0,320
2022-07-21,Malaysia,75,86,65,67,41,30,20,10,0,0,394
2022-07-22,Malaysia,66,48,40,36,23,16,12,5,1,0,247
2022-07-23,Malaysia,310,63,58,59,49,58,33,15,0,0,645
2022-07-24,Malaysia,195,93,62,67,69,44,35,21,1,0,587
2022-07-25,Malaysia,42,28,16,15,13,11,5,1,0,0,131
2022-07-26,Malaysia,138,51,25,34,28,15,7,5,0,0,303
2022-07-27,Malaysia,227,70,51,33,16,17,15,4,1,1,435
2022-07-28,Malaysia,150,59,43,48,27,21,13,4,0,0,365
2022-07-29,Malaysia,84,42,31,28,30,17,12,10,0,0,254
2022-07-30,Malaysia,103,60,58,40,43,25,19,8,1,0,357
2022-07-31,Malaysia,112,64,68,57,62,32,36,16,0,0,447
2022-08-01,Malaysia,36,20,19,17,13,14,7,2,0,0,128
2022-08-02,Malaysia,52,26,20,20,17,11,4,3,0,0,153
2022-08-03,Malaysia,72,38,35,31,31,17,12,2,0,0,238
2022-08-04,Malaysia,127,60,43,38,21,10,12,2,0,0,313
2022-08-05,Malaysia,47,44,40,32,22,11,16,8,1,0,221
2022-08-06,Malaysia,95,76,58,42,38,34,13,14,0,0,370
2022-08-07,Malaysia,106,87,60,90,67,34,27,11,4,0,486
2022-08-08,Malaysia,253,22,18,17,11,4,11,1,0,0,337
2022-08-09,Malaysia,174,39,29,26,24,15,10,11,0,0,328
2022-08-10,Malaysia,152,74,41,48,29,17,8,3,0,0,372
2022-08-11,Malaysia,99,91,56,47,28,23,14,4,0,0,362
2022-08-12,Malaysia,61,26,15,29,22,9,9,2,0,0,173
2022-08-13,Malaysia,210,67,36,30,37,31,20,10,0,0,441
2022-08-14,Malaysia,109,82,70,67,56,38,28,18,0,0,468
2022-08-15,Malaysia,72,50,27,26,31,12,12,7,0,0,237
2022-08-16,Malaysia,87,66,53,55,28,21,10,4,0,0,324
2022-08-17,Malaysia,151,61,54,61,27,18,13,4,1,1,391
2022-08-18,Malaysia,249,61,48,42,42,14,12,2,1,0,471
2022-08-19,Malaysia,65,37,30,16,19,9,7,0,0,0,183
2022-08-20,Malaysia,120,76,48,55,53,32,21,12,2,0,419
2022-08-21,Malaysia,99,62,71,64,52,32,39,14,1,0,434
2022-08-22,Malaysia,78,28,25,27,18,7,13,7,0,0,203
2022-08-23,Malaysia,138,69,50,47,25,17,10,1,0,1,358
2022-08-24,Malaysia,298,90,43,32,27,20,13,5,0,0,528
2022-08-25,Malaysia,152,87,53,53,32,18,8,3,1,0,407
2022-08-26,Malaysia,76,64,40,23,15,15,14,5,1,0,253
2022-08-27,Malaysia,135,90,63,56,47,33,14,16,2,0,456
2022-08-28,Malaysia,134,92,64,46,54,37,29,18,3,0,477
2022-08-29,Malaysia,175,43,20,28,27,13,7,3,1,0,317
2022-08-30,Malaysia,294,56,49,32,21,22,8,5,1,0,488
2022-08-31,Malaysia,166,85,83,76,66,44,43,22,3,0,588
2022-09-01,Malaysia,168,47,34,37,19,23,7,3,0,0,338
2022-09-02,Malaysia,55,25,23,20,12,8,6,1,1,0,151
2022-09-03,Malaysia,91,55,41,36,30,17,19,5,1,0,295
2022-09-04,Malaysia,120,62,51,57,58,29,32,20,0,0,429
2022-09-05,Malaysia,82,27,21,19,13,2,5,3,0,0,172
2022-09-06,Malaysia,263,57,53,28,23,15,5,3,0,0,447
2022-09-07,Malaysia,304,35,28,28,28,11,6,5,0,0,445
2022-09-08,Malaysia,252,96,80,51,38,19,3,4,1,0,544
2022-09-09,Malaysia,68,42,32,11,9,7,10,3,1,0,183
2022-09-10,Malaysia,93,55,47,43,36,25,23,12,0,0,334
2022-09-11,Malaysia,124,84,62,38,47,52,28,19,0,0,454
2022-09-12,Malaysia,64,24,14,25,18,6,5,4,0,0,160
2022-09-13,Malaysia,260,38,25,29,33,19,9,7,1,0,421
2022-09-14,Malaysia,518,39,18,35,21,16,13,4,0,0,664
2022-09-15,Malaysia,418,54,51,49,33,28,10,9,1,0,653
2022-09-16,Malaysia,126,85,53,68,40,35,18,13,1,0,439
2022-09-17,Malaysia,109,61,58,54,40,34,20,6,2,0,384
2022-09-18,Malaysia,142,80,62,67,61,28,31,9,0,0,480
2022-09-19,Malaysia,114,14,27,15,14,2,4,3,0,0,193
2022-09-20,Malaysia,135,30,33,27,19,13,10,3,0,0,270
2022-09-21,Malaysia,361,65,50,43,32,19,15,5,1,0,591
2022-09-22,Malaysia,184,79,45,36,26,23,10,3,0,0,406
2022-09-23,Malaysia,55,30,24,33,31,9,8,3,0,0,193
2022-09-24,Malaysia,231,48,42,45,51,41,21,23,0,0,502
2022-09-25,Malaysia,98,37,54,60,37,36,36,24,0,0,382
2022-09-26,Malaysia,77,36,26,28,14,9,3,3,0,0,196
2022-09-27,Malaysia,221,39,23,30,11,16,4,4,1,0,349
2022-09-28,Malaysia,272,36,46,21,35,18,7,3,0,0,438
2022-09-29,Malaysia,116,69,41,55,32,23,16,6,1,0,359
2022-09-30,Malaysia,240,39,26,35,31,23,19,5,1,0,419
2022-10-01,Malaysia,90,61,52,43,43,34,36,14,1,0,374
2022-10-02,Malaysia,253,60,57,59,59,46,27,7,0,0,568
2022-10-03,Malaysia,113,22,19,17,16,2,4,0,0,1,194
2022-10-04,Malaysia,198,49,39,29,20,13,7,3,0,0,358
2022-10-05,Malaysia,257,39,26,29,21,10,5,5,0,0,392
2022-10-06,Malaysia,89,77,46,33,27,26,5,8,0,0,311
2022-10-07,Malaysia,35,47,23,27,30,10,5,7,0,0,184
2022-10-08,Malaysia,119,69,45,52,48,26,18,7,0,0,384
2022-10-09,Malaysia,92,75,84,53,45,32,30,11,3,0,425
2022-10-10,Malaysia,66,55,36,40,24,17,14,8,1,0,261
2022-10-11,Malaysia,236,47,41,21,26,12,7,4,0,0,394
2022-10-12,Malaysia,173,63,41,51,40,33,15,9,1,0,426
2022-10-13,Malaysia,115,56,49,45,33,14,7,5,0,0,324
2022-10-14,Malaysia,78,45,37,37,14,16,14,2,0,0,243
2022-10-15,Malaysia,91,94,58,69,67,51,24,9,1,0,464
2022-10-16,Malaysia,126,67,67,63,63,55,28,21,2,0,492
2022-10-17,Malaysia,134,36,28,33,22,9,9,2,0,0,273
2022-10-18,Malaysia,92,68,46,57,34,34,10,12,0,0,353
2022-10-19,Malaysia,192,81,71,41,37,16,17,6,0,0,461
2022-10-20,Malaysia,126,54,43,36,33,17,7,5,0,0,321
2022-10-21,Malaysia,67,15,20,13,10,7,1,1,0,0,134
2022-10-22,Malaysia,194,73,60,62,51,27,33,14,1,0,515
2022-10-23,Malaysia,116,68,59,58,62,38,36,14,1,0,452
2022-10-24,Malaysia,156,48,53,39,31,20,16,10,1,0,374
2022-10-25,Malaysia,144,51,27,27,17,21,5,3,0,0,295
2022-10-26,Malaysia,307,40,37,33,28,19,16,8,0,0,488
2022-10-27,Malaysia,253,44,45,44,27,10,18,3,0,0,444
2022-10-28,Malaysia,48,29,29,32,21,13,9,6,4,0,191
2022-10-29,Malaysia,84,71,62,58,40,15,13,7,2,0,352
2022-10-30,Malaysia,194,108,53,56,38,35,23,13,2,0,522
2022-10-31,Malaysia,65,21,16,14,9,11,9,2,0,0,147
2022-11-01,Malaysia,188,13,19,15,9,8,3,2,0,0,257
2022-11-02,Malaysia,411,37,24,21,23,12,5,5,0,0,538
2022-11-03,Malaysia,192,55,40,32,36,18,8,5,0,0,386
2022-11-04,Malaysia,93,26,17,18,19,8,6,2,1,0,190
2022-11-05,Malaysia,347,49,37,40,33,19,15,4,1,0,545
2022-11-06,Malaysia,376,68,45,46,57,30,24,16,1,0,663
2022-11-07,Malaysia,127,27,20,19,13,9,3,4,0,0,222
2022-11-08,Malaysia,171,59,41,25,23,9,8,1,1,0,338
2022-11-09,Malaysia,121,96,61,75,47,24,23,8,0,0,455
2022-11-10,Malaysia,317,89,41,42,40,33,11,6,1,0,580
2022-11-11,Malaysia,132,20,18,20,9,5,3,4,0,0,211
2022-11-12,Malaysia,169,74,56,65,41,42,38,15,0,0,500
2022-11-13,Malaysia,86,50,51,52,62,28,26,13,0,0,368
2022-11-14,Malaysia,178,35,22,18,10,7,6,3,0,0,279
2022-11-15,Malaysia,259,39,34,39,22,17,6,2,1,0,419
2022-11-16,Malaysia,222,91,50,39,18,23,10,0,1,0,454
2022-11-17,Malaysia,50,43,29,27,19,9,2,1,0,0,180
2022-11-18,Malaysia,22,24,12,12,14,10,8,2,0,0,104
2022-11-19,Malaysia,14,9,1,4,5,1,6,2,0,0,42
2022-11-20,Malaysia,52,42,32,33,30,20,14,8,0,0,231
2022-11-21,Malaysia,25,16,13,13,15,9,4,1,0,0,96
2022-11-22,Malaysia,123,78,43,33,33,11,6,5,0,0,332
2022-11-23,Malaysia,300,51,59,33,24,21,14,2,1,0,505
2022-11-24,Malaysia,173,55,45,39,35,12,14,3,0,0,376
2022-11-25,Malaysia,166,36,23,23,27,14,8,1,0,0,298
2022-11-26,Malaysia,217,45,37,42,39,22,8,8,0,0,418
2022-11-27,Malaysia,82,65,62,50,40,31,16,9,1,0,356
2022-11-28,Malaysia,32,25,12,17,11,6,7,3,0,0,113
2022-11-29,Malaysia,310,65,44,39,29,14,8,3,1,0,513
2022-11-30,Malaysia,227,37,41,35,32,14,16,4,1,0,407
2022-12-01,Malaysia,237,43,40,27,25,11,8,9,0,0,400
2022-12-02,Malaysia,145,35,21,18,24,11,3,2,0,0,259
2022-12-03,Malaysia,221,54,53,41,42,27,16,10,1,1,466
2022-12-04,Malaysia,159,75,63,49,37,45,24,16,3,0,471
2022-12-05,Malaysia,32,21,17,16,12,8,4,6,0,0,116
2022-12-06,Malaysia,103,56,61,42,32,17,19,2,0,0,332
2022-12-07,Malaysia,117,64,41,48,33,14,11,3,1,0,332
2022-12-08,Malaysia,82,66,37,38,26,29,10,4,0,0,292
2022-12-09,Malaysia,138,38,24,12,18,6,4,1,0,0,241
2022-12-10,Malaysia,147,58,46,46,39,28,18,10,2,0,394
2022-12-11,Malaysia,158,52,41,50,40,34,25,11,0,0,411
2022-12-12,Malaysia,52,30,25,24,16,6,9,11,0,0,173
2022-12-13,Malaysia,247,40,26,29,14,2,3,3,0,0,364
2022-12-14,Malaysia,190,83,55,30,28,12,12,5,1,0,416
