date,state,17-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,other,total
2007-02-03,Malaysia,562,66,43,27,20,11,5,3,0,2,739
2007-02-04,Malaysia,124,63,39,50,38,33,22,5,3,0,377
2007-02-05,Malaysia,126,46,27,23,20,12,8,2,0,1,265
2007-02-06,Malaysia,474,26,12,12,9,9,2,0,0,0,544
2007-02-07,Malaysia,503,60,29,29,17,9,5,1,0,1,654
2007-02-08,Malaysia,345,98,60,44,23,10,12,3,0,0,595
2007-02-09,Malaysia,245,158,145,144,135,106,76,19,4,2,1034
2007-02-10,Malaysia,473,287,259,236,219,144,83,33,3,0,1737
2007-02-11,Malaysia,801,418,380,417,360,231,162,64,8,0,2841
2007-02-12,Malaysia,265,89,41,28,20,12,2,4,0,1,462
2007-02-13,Malaysia,275,49,23,13,19,8,5,1,0,1,394
2007-02-14,Malaysia,493,71,54,28,26,16,9,4,0,0,701
2007-02-15,Malaysia,553,56,42,28,15,11,10,3,0,0,718
2007-02-16,Malaysia,323,58,29,32,17,15,6,1,0,0,481
2007-02-17,Malaysia,41,32,16,17,19,6,0,1,0,0,132
2007-02-18,Malaysia,50,20,24,10,9,10,2,0,0,1,126
2007-02-19,Malaysia,63,42,19,14,12,6,5,1,0,1,163
2007-02-20,Malaysia,29,21,15,20,9,5,6,6,0,1,112
2007-02-21,Malaysia,175,21,16,8,8,7,3,1,0,0,239
2007-02-22,Malaysia,138,27,19,25,21,10,0,1,0,2,243
2007-02-23,Malaysia,73,52,45,31,12,13,4,1,0,1,232
2007-02-24,Malaysia,979,48,27,23,14,9,8,2,0,0,1110
2007-02-25,Malaysia,102,51,27,22,24,14,9,1,0,0,250
2007-02-26,Malaysia,142,53,35,24,25,14,8,0,0,0,301
2007-02-27,Malaysia,318,40,19,13,12,7,3,1,0,0,413
2007-02-28,Malaysia,983,68,28,30,19,14,7,1,0,2,1152
2007-03-01,Malaysia,328,42,28,16,9,6,0,1,0,2,432
2007-03-02,Malaysia,174,41,20,11,10,3,3,1,0,1,264
2007-03-03,Malaysia,74,29,15,10,15,5,2,0,0,0,150
2007-03-04,Malaysia,115,22,25,14,17,13,2,2,0,1,211
2007-03-05,Malaysia,169,63,49,62,16,12,5,0,0,0,376
2007-03-06,Malaysia,425,55,33,18,11,13,6,1,0,2,564
2007-03-07,Malaysia,259,76,40,34,24,5,7,2,0,5,452
2007-03-08,Malaysia,255,91,55,41,36,22,10,2,1,3,516
2007-03-09,Malaysia,293,73,43,26,25,10,7,2,0,0,479
2007-03-10,Malaysia,161,67,54,30,22,10,8,0,0,1,353
2007-03-11,Malaysia,106,100,61,54,36,45,10,6,1,0,419
2007-03-12,Malaysia,125,74,46,29,11,13,3,4,0,1,306
2007-03-13,Malaysia,257,40,20,10,9,10,7,0,0,1,354
2007-03-14,Malaysia,296,77,42,32,18,22,6,7,1,4,505
2007-03-15,Malaysia,152,69,30,11,10,8,1,0,0,0,281
2007-03-16,Malaysia,70,19,14,7,3,9,10,2,0,0,134
2007-03-17,Malaysia,181,26,15,11,5,4,4,2,0,0,248
2007-03-18,Malaysia,172,80,59,52,40,26,22,8,2,0,461
2007-03-19,Malaysia,72,11,5,6,6,8,3,1,0,0,112
2007-03-20,Malaysia,201,40,11,8,8,2,3,1,0,0,274
2007-03-21,Malaysia,211,103,53,22,12,15,6,1,0,2,425
2007-03-22,Malaysia,372,96,68,24,28,14,5,1,0,0,608
2007-03-23,Malaysia,186,26,16,10,8,3,0,0,0,0,249
2007-03-24,Malaysia,237,84,58,34,24,12,3,1,0,0,453
2007-03-25,Malaysia,154,113,96,112,86,74,27,8,0,0,670
2007-03-26,Malaysia,129,15,9,13,7,10,3,1,0,0,187
2007-03-27,Malaysia,224,78,48,50,30,14,7,2,0,3,456
2007-03-28,Malaysia,241,83,43,57,44,40,9,2,0,1,520
2007-03-29,Malaysia,277,153,30,27,24,10,6,1,0,1,529
2007-03-30,Malaysia,190,55,31,21,22,17,8,0,0,1,345
2007-03-31,Malaysia,56,41,14,18,17,15,1,1,0,0,163
2007-04-01,Malaysia,109,47,60,52,42,54,16,4,2,0,386
2007-04-02,Malaysia,21,23,12,7,7,6,5,1,0,0,82
2007-04-03,Malaysia,157,63,54,28,20,19,4,1,0,1,347
2007-04-04,Malaysia,263,70,45,31,28,31,13,1,0,1,483
2007-04-05,Malaysia,226,68,47,37,24,14,16,3,0,7,442
2007-04-06,Malaysia,154,58,32,14,17,9,6,1,0,0,291
2007-04-07,Malaysia,474,61,27,36,23,20,10,4,0,0,655
2007-04-08,Malaysia,170,132,104,59,66,47,30,9,0,0,617
2007-04-09,Malaysia,56,22,15,14,21,12,3,0,0,0,143
2007-04-10,Malaysia,269,146,98,61,30,17,7,3,1,0,632
2007-04-11,Malaysia,106,48,24,20,15,12,3,0,0,0,228
2007-04-12,Malaysia,72,58,37,30,22,20,21,3,1,0,264
2007-04-13,Malaysia,74,51,32,24,15,14,6,2,0,0,218
2007-04-14,Malaysia,114,69,33,27,23,24,7,3,0,0,300
2007-04-15,Malaysia,106,94,68,61,63,50,20,10,1,0,473
2007-04-16,Malaysia,46,36,21,9,6,5,1,0,0,0,124
2007-04-17,Malaysia,165,67,44,24,20,9,8,0,0,0,337
2007-04-18,Malaysia,175,59,45,26,15,12,5,4,0,0,341
2007-04-19,Malaysia,243,113,73,42,45,32,10,1,0,3,562
2007-04-20,Malaysia,46,52,38,28,12,17,5,1,0,0,199
2007-04-21,Malaysia,73,54,46,33,22,17,7,4,0,0,256
2007-04-22,Malaysia,178,191,121,98,80,55,27,17,2,0,769
2007-04-23,Malaysia,131,60,44,32,24,9,4,0,1,0,305
2007-04-24,Malaysia,116,56,51,34,26,15,9,1,1,0,309
2007-04-25,Malaysia,495,67,51,36,31,18,5,1,1,2,707
2007-04-26,Malaysia,22,5,3,0,2,1,3,0,0,0,36
2007-04-27,Malaysia,54,25,10,13,13,7,7,3,1,1,134
2007-04-28,Malaysia,166,85,53,72,49,33,10,9,0,0,477
2007-04-29,Malaysia,278,185,174,130,96,67,29,21,0,0,980
2007-04-30,Malaysia,92,40,28,27,22,23,11,4,2,0,249
2007-05-01,Malaysia,209,158,144,130,131,106,44,34,4,0,960
2007-05-02,Malaysia,6,0,2,2,3,0,0,0,0,0,13
2007-05-03,Malaysia,48,18,12,15,13,4,3,1,0,0,114
2007-05-04,Malaysia,79,18,10,17,22,17,10,4,0,0,177
2007-05-05,Malaysia,186,62,60,59,63,42,23,4,1,2,502
2007-05-06,Malaysia,140,73,64,97,82,40,21,1,0,0,518
2007-05-07,Malaysia,89,25,23,18,13,9,9,2,0,0,188
2007-05-08,Malaysia,192,39,17,16,13,4,6,1,0,1,289
2007-05-09,Malaysia,120,137,112,79,41,34,17,5,0,0,545
2007-05-10,Malaysia,145,147,85,57,44,27,12,5,0,1,523
2007-05-11,Malaysia,44,21,16,13,15,6,3,2,0,0,120
2007-05-12,Malaysia,207,38,26,17,15,10,3,1,1,0,318
2007-05-13,Malaysia,102,100,113,117,105,92,54,23,0,0,706
2007-05-14,Malaysia,171,62,38,40,19,31,5,1,0,1,368
2007-05-15,Malaysia,137,66,53,42,16,27,10,3,0,0,354
2007-05-16,Malaysia,124,42,24,19,11,12,5,0,0,0,237
2007-05-17,Malaysia,99,74,76,37,20,6,6,1,0,1,320
2007-05-18,Malaysia,93,42,33,42,21,18,7,1,0,0,257
2007-05-19,Malaysia,419,27,25,26,24,17,9,3,0,0,550
2007-05-20,Malaysia,123,92,68,64,40,36,7,2,1,0,433
2007-05-21,Malaysia,183,26,16,21,11,12,3,0,0,1,273
2007-05-22,Malaysia,277,28,3,6,8,9,2,1,0,0,334
2007-05-23,Malaysia,91,37,37,30,15,14,6,2,0,0,232
2007-05-24,Malaysia,167,70,54,24,22,12,4,2,0,4,359
2007-05-25,Malaysia,225,153,73,35,19,20,8,1,0,0,534
2007-05-26,Malaysia,290,38,29,13,16,21,10,0,1,1,419
2007-05-27,Malaysia,96,72,61,61,37,40,14,5,0,0,386
2007-05-28,Malaysia,72,22,25,10,10,11,10,5,1,0,166
2007-05-29,Malaysia,112,32,23,25,18,12,8,1,0,0,231
2007-05-30,Malaysia,85,13,8,9,5,4,1,1,1,0,127
2007-05-31,Malaysia,202,78,57,39,16,11,12,1,0,1,417
2007-06-01,Malaysia,84,41,43,41,33,23,9,3,1,0,278
2007-06-02,Malaysia,60,45,36,35,29,25,5,1,0,0,236
2007-06-03,Malaysia,93,54,41,41,43,34,16,9,0,0,331
2007-06-04,Malaysia,84,40,20,20,11,6,3,1,2,1,188
2007-06-05,Malaysia,183,93,24,25,10,5,3,2,0,0,345
2007-06-06,Malaysia,204,67,35,33,22,11,10,2,0,3,387
2007-06-07,Malaysia,279,61,32,22,15,6,3,2,0,3,423
2007-06-08,Malaysia,248,125,53,26,19,13,5,2,0,2,493
2007-06-09,Malaysia,209,83,62,41,21,18,5,6,0,0,445
2007-06-10,Malaysia,180,132,138,113,91,80,39,22,3,0,798
2007-06-11,Malaysia,187,39,25,16,12,5,5,0,0,0,289
2007-06-12,Malaysia,101,83,69,56,42,20,12,3,0,0,386
2007-06-13,Malaysia,192,73,42,30,26,16,14,2,0,0,395
2007-06-14,Malaysia,131,68,28,30,14,8,4,1,0,4,288
2007-06-15,Malaysia,91,78,53,29,16,10,11,1,0,1,290
2007-06-16,Malaysia,141,43,43,57,53,30,12,2,0,0,381
2007-06-17,Malaysia,135,128,83,97,73,71,37,21,2,0,647
2007-06-18,Malaysia,93,53,39,15,13,4,4,0,0,0,221
2007-06-19,Malaysia,84,34,34,21,17,8,3,1,0,4,206
2007-06-20,Malaysia,170,83,50,22,14,7,2,2,0,2,352
2007-06-21,Malaysia,275,57,50,34,29,19,6,1,0,3,474
2007-06-22,Malaysia,95,65,46,24,20,12,8,0,0,1,271
2007-06-23,Malaysia,257,50,35,31,34,26,11,4,1,0,449
2007-06-24,Malaysia,138,79,83,68,66,49,33,9,0,1,526
2007-06-25,Malaysia,84,30,16,18,14,9,8,3,0,0,182
2007-06-26,Malaysia,83,63,44,53,27,10,9,2,0,0,291
2007-06-27,Malaysia,180,80,50,49,26,14,8,2,0,0,409
2007-06-28,Malaysia,277,19,20,12,15,3,5,1,0,0,352
2007-06-29,Malaysia,130,18,18,22,5,8,3,3,1,0,208
2007-06-30,Malaysia,70,36,22,20,16,16,6,0,0,0,186
2007-07-01,Malaysia,170,63,79,75,59,37,21,9,1,11,525
2007-07-02,Malaysia,228,26,15,15,10,7,3,3,0,1,308
2007-07-03,Malaysia,78,33,25,11,3,2,2,3,0,1,158
2007-07-04,Malaysia,248,68,55,41,26,13,3,0,0,4,458
2007-07-05,Malaysia,186,75,44,33,27,15,4,1,0,0,385
2007-07-06,Malaysia,340,129,109,55,43,19,13,6,0,0,714
2007-07-07,Malaysia,237,213,115,72,56,37,10,7,1,0,748
2007-07-08,Malaysia,268,224,113,102,60,53,21,5,1,0,847
2007-07-09,Malaysia,115,39,32,9,7,10,5,3,0,1,221
2007-07-10,Malaysia,340,71,27,10,8,6,2,0,0,0,464
2007-07-11,Malaysia,413,77,22,14,14,5,4,1,0,1,551
2007-07-12,Malaysia,486,27,12,20,13,19,23,14,1,0,615
2007-07-13,Malaysia,411,47,28,19,17,19,14,5,2,2,564
2007-07-14,Malaysia,160,63,50,50,35,32,11,6,1,0,408
2007-07-15,Malaysia,85,70,65,84,59,46,33,11,0,0,453
2007-07-16,Malaysia,133,58,31,25,19,5,2,1,0,17,291
2007-07-17,Malaysia,436,129,91,66,46,21,16,6,0,0,811
2007-07-18,Malaysia,287,40,33,29,14,12,2,2,1,3,423
2007-07-19,Malaysia,262,101,63,42,32,34,19,2,0,0,555
2007-07-20,Malaysia,314,25,12,11,10,8,0,0,0,1,381
2007-07-21,Malaysia,316,119,67,60,62,31,17,4,3,2,681
2007-07-22,Malaysia,95,82,75,89,81,32,25,7,1,0,487
2007-07-23,Malaysia,254,40,16,18,3,4,5,0,1,2,343
2007-07-24,Malaysia,547,93,65,41,19,15,9,1,0,3,793
2007-07-25,Malaysia,450,44,14,13,9,2,1,1,0,1,535
2007-07-26,Malaysia,476,94,61,41,41,19,14,1,0,1,748
2007-07-27,Malaysia,280,35,23,16,15,11,5,3,0,0,388
2007-07-28,Malaysia,359,120,78,70,48,37,22,13,1,4,752
2007-07-29,Malaysia,204,54,52,32,27,25,9,9,0,0,412
2007-07-30,Malaysia,119,25,28,6,5,6,0,1,0,0,190
2007-07-31,Malaysia,290,61,37,25,19,18,14,4,1,0,469
2007-08-01,Malaysia,311,70,51,29,28,14,3,1,1,0,508
2007-08-02,Malaysia,153,47,26,18,15,18,7,2,0,0,286
2007-08-03,Malaysia,83,62,44,31,16,16,12,6,0,0,270
2007-08-04,Malaysia,414,33,19,13,20,7,8,5,0,0,519
2007-08-05,Malaysia,270,118,94,70,58,44,30,4,0,2,690
2007-08-06,Malaysia,107,33,24,16,5,12,5,3,0,0,205
2007-08-07,Malaysia,385,100,47,34,23,16,8,1,0,1,615
2007-08-08,Malaysia,266,64,54,37,17,21,8,2,0,0,469
2007-08-09,Malaysia,237,63,47,38,34,26,3,1,1,0,450
2007-08-10,Malaysia,137,40,29,19,16,13,4,1,0,0,259
2007-08-11,Malaysia,253,53,34,41,26,26,19,8,2,2,464
2007-08-12,Malaysia,158,113,89,110,100,65,45,14,1,2,697
2007-08-13,Malaysia,124,19,18,24,65,14,5,0,0,1,270
2007-08-14,Malaysia,231,54,50,35,16,10,0,1,0,3,400
2007-08-15,Malaysia,444,108,63,56,34,25,9,4,0,2,745
2007-08-16,Malaysia,347,146,66,41,49,26,9,3,0,1,688
2007-08-17,Malaysia,313,61,27,21,9,11,4,6,0,2,454
2007-08-18,Malaysia,420,86,43,50,26,31,7,4,0,1,668
2007-08-19,Malaysia,165,110,95,108,72,59,27,20,2,3,661
2007-08-20,Malaysia,134,81,38,31,15,14,4,2,0,0,319
2007-08-21,Malaysia,409,109,59,31,25,22,6,3,0,2,666
2007-08-22,Malaysia,404,101,67,36,28,16,4,0,0,1,657
2007-08-23,Malaysia,363,62,28,29,22,22,4,2,0,2,534
2007-08-24,Malaysia,118,59,28,24,18,12,5,2,0,1,267
2007-08-25,Malaysia,209,61,50,42,43,23,8,3,0,4,443
2007-08-26,Malaysia,179,175,118,127,120,86,48,21,2,0,876
2007-08-27,Malaysia,79,28,11,11,6,12,5,1,0,2,155
2007-08-28,Malaysia,256,75,53,41,30,22,7,2,0,0,486
2007-08-29,Malaysia,417,64,39,26,22,20,12,6,0,0,606
2007-08-30,Malaysia,113,43,40,35,20,12,5,0,0,1,269
2007-08-31,Malaysia,312,18,20,27,19,18,7,2,0,1,424
2007-09-01,Malaysia,137,55,25,25,9,11,4,1,0,0,267
2007-09-02,Malaysia,123,103,95,81,61,47,44,17,1,1,573
2007-09-03,Malaysia,160,34,26,14,18,8,3,2,0,0,265
2007-09-04,Malaysia,226,159,112,83,52,23,30,3,1,1,690
2007-09-05,Malaysia,192,110,74,57,39,19,11,5,1,0,508
2007-09-06,Malaysia,221,124,87,48,28,29,14,4,0,13,568
2007-09-07,Malaysia,290,91,46,35,44,18,15,5,0,0,544
2007-09-08,Malaysia,505,242,123,119,97,53,28,9,0,3,1179
2007-09-09,Malaysia,222,150,149,113,90,28,24,5,1,0,782
2007-09-10,Malaysia,359,115,61,48,28,27,11,1,0,0,650
2007-09-11,Malaysia,321,144,70,50,47,20,16,2,0,1,671
2007-09-12,Malaysia,294,43,20,19,12,9,8,0,0,3,408
2007-09-13,Malaysia,46,3,2,2,0,5,1,0,0,1,60
2007-09-14,Malaysia,12,4,7,16,9,15,9,2,1,0,75
2007-09-15,Malaysia,25,16,14,26,25,17,8,6,0,0,137
2007-09-16,Malaysia,120,92,111,126,122,85,47,17,0,0,720
2007-09-17,Malaysia,21,7,4,3,1,4,2,0,0,0,42
2007-09-18,Malaysia,106,9,9,11,4,6,2,1,0,0,148
2007-09-19,Malaysia,142,15,14,3,5,0,0,2,0,0,181
2007-09-20,Malaysia,107,34,26,17,6,6,2,1,0,0,199
2007-09-21,Malaysia,80,9,10,11,10,7,4,4,0,0,135
2007-09-22,Malaysia,28,23,13,12,14,12,8,1,0,0,111
2007-09-23,Malaysia,103,87,95,90,76,68,53,22,3,0,597
2007-09-24,Malaysia,17,7,7,1,1,8,0,1,0,0,42
2007-09-25,Malaysia,119,12,10,4,4,4,4,1,0,0,158
2007-09-26,Malaysia,277,41,11,9,8,3,2,0,1,0,352
2007-09-27,Malaysia,308,54,26,22,8,6,2,0,0,0,426
2007-09-28,Malaysia,121,50,17,25,12,15,4,1,0,1,246
2007-09-29,Malaysia,30,13,6,18,15,7,7,3,1,0,100
2007-09-30,Malaysia,150,154,107,100,98,73,48,22,2,0,754
2007-10-01,Malaysia,47,12,5,5,8,12,2,0,0,0,91
2007-10-02,Malaysia,164,15,9,7,10,4,4,2,1,0,216
2007-10-03,Malaysia,73,20,14,9,5,6,3,1,0,0,131
2007-10-04,Malaysia,191,63,17,14,3,10,2,1,0,1,302
2007-10-05,Malaysia,156,54,36,24,18,12,10,2,0,2,314
2007-10-06,Malaysia,45,45,36,29,32,33,27,9,0,0,256
2007-10-07,Malaysia,152,99,93,104,91,62,53,26,2,1,683
2007-10-08,Malaysia,152,44,32,28,13,22,6,6,0,2,305
2007-10-09,Malaysia,231,35,21,13,13,7,3,1,0,3,327
2007-10-10,Malaysia,122,53,37,22,20,13,7,0,1,0,275
2007-10-11,Malaysia,161,32,31,27,22,10,5,1,0,0,289
2007-10-12,Malaysia,13,21,8,13,3,4,1,1,0,0,64
2007-10-13,Malaysia,4,1,3,2,2,1,0,0,0,0,13
2007-10-14,Malaysia,26,7,2,4,5,9,3,5,0,0,61
2007-10-15,Malaysia,36,10,5,2,3,5,2,0,0,0,63
2007-10-16,Malaysia,39,31,23,19,9,1,8,5,0,0,135
2007-10-17,Malaysia,69,40,30,33,20,13,4,2,0,0,211
2007-10-18,Malaysia,134,53,46,30,22,15,9,1,1,0,311
2007-10-19,Malaysia,46,29,21,18,10,2,6,1,0,0,133
2007-10-20,Malaysia,105,89,45,48,33,14,8,7,0,0,349
2007-10-21,Malaysia,143,98,97,77,88,70,42,19,2,0,636
2007-10-22,Malaysia,108,43,29,23,23,14,5,2,0,0,247
2007-10-23,Malaysia,245,61,48,36,19,7,4,2,0,4,426
2007-10-24,Malaysia,264,61,69,32,37,20,7,6,1,0,497
2007-10-25,Malaysia,552,202,92,56,33,13,7,0,0,0,955
2007-10-26,Malaysia,152,69,47,45,41,25,8,3,0,0,390
2007-10-27,Malaysia,189,113,71,54,39,20,9,2,0,0,497
2007-10-28,Malaysia,328,151,120,132,94,85,42,26,3,2,983
2007-10-29,Malaysia,127,37,37,12,15,6,2,1,0,0,237
2007-10-30,Malaysia,238,108,75,53,31,16,8,3,0,0,532
2007-10-31,Malaysia,130,79,52,38,29,18,6,6,0,0,358
2007-11-01,Malaysia,193,45,31,20,17,16,11,1,0,0,334
2007-11-02,Malaysia,219,74,45,37,21,13,4,2,0,1,416
2007-11-03,Malaysia,94,54,36,17,29,11,12,2,0,0,255
2007-11-04,Malaysia,163,115,91,109,101,88,59,14,1,0,741
2007-11-05,Malaysia,103,46,33,12,14,10,6,1,0,2,227
2007-11-06,Malaysia,184,85,48,20,27,14,13,2,0,0,393
2007-11-07,Malaysia,280,146,90,74,47,37,12,4,1,0,691
2007-11-08,Malaysia,45,34,26,22,23,14,9,3,0,0,176
2007-11-09,Malaysia,74,45,34,22,17,8,11,4,0,0,215
2007-11-10,Malaysia,125,46,32,21,20,10,11,2,0,0,267
2007-11-11,Malaysia,119,105,74,70,52,43,33,9,0,1,506
2007-11-12,Malaysia,82,41,30,26,17,13,3,1,0,0,213
2007-11-13,Malaysia,141,40,28,26,15,8,6,2,0,0,266
2007-11-14,Malaysia,219,48,27,15,10,8,6,4,0,0,337
2007-11-15,Malaysia,148,147,95,79,32,14,10,3,0,0,528
2007-11-16,Malaysia,116,72,62,52,26,14,8,1,0,0,351
2007-11-17,Malaysia,173,64,38,35,19,6,2,2,0,0,339
2007-11-18,Malaysia,136,77,80,83,59,49,16,11,1,0,512
2007-11-19,Malaysia,168,84,43,38,22,22,7,0,0,0,384
2007-11-20,Malaysia,325,114,66,46,24,12,12,3,0,0,602
2007-11-21,Malaysia,257,69,48,29,15,9,1,1,0,0,429
2007-11-22,Malaysia,481,129,112,89,39,17,12,3,0,6,888
2007-11-23,Malaysia,394,96,88,67,47,40,23,11,1,0,767
2007-11-24,Malaysia,201,100,78,48,35,16,14,6,1,0,499
2007-11-25,Malaysia,184,129,90,77,64,42,26,9,2,2,625
2007-11-26,Malaysia,115,44,22,26,14,11,4,2,0,0,238
2007-11-27,Malaysia,86,78,44,32,20,16,6,2,2,0,286
2007-11-28,Malaysia,176,130,59,44,34,35,12,2,0,1,493
2007-11-29,Malaysia,187,104,52,49,22,21,8,2,0,0,445
2007-11-30,Malaysia,82,32,33,29,18,4,8,4,0,1,211
2007-12-01,Malaysia,583,105,51,50,22,13,8,4,0,0,836
2007-12-02,Malaysia,185,117,116,89,79,67,37,14,1,0,705
2007-12-03,Malaysia,86,61,78,53,31,26,12,2,0,0,349
2007-12-04,Malaysia,228,135,90,68,32,18,10,5,2,1,589
2007-12-05,Malaysia,133,104,95,71,53,22,10,1,1,0,490
2007-12-06,Malaysia,142,152,117,76,43,31,12,2,0,0,575
2007-12-07,Malaysia,133,79,37,44,30,23,14,1,0,3,364
2007-12-08,Malaysia,73,31,21,22,24,12,13,2,1,0,199
2007-12-09,Malaysia,125,100,113,87,91,70,48,18,2,3,657
2007-12-10,Malaysia,89,79,49,36,22,13,5,2,0,0,295
2007-12-11,Malaysia,83,88,50,14,18,13,5,0,0,0,271
2007-12-12,Malaysia,263,68,57,27,22,7,8,3,0,0,455
2007-12-13,Malaysia,329,126,74,49,39,15,11,9,0,2,654
2007-12-14,Malaysia,155,95,62,54,31,22,12,0,0,2,433
2007-12-15,Malaysia,172,92,59,47,32,29,13,4,0,0,448
2007-12-16,Malaysia,155,116,108,116,80,52,48,29,3,2,709
2007-12-17,Malaysia,126,52,41,25,19,9,10,1,0,0,283
2007-12-18,Malaysia,65,66,55,43,30,12,7,5,0,0,283
2007-12-19,Malaysia,46,26,23,13,13,13,4,0,0,0,138
2007-12-20,Malaysia,0,0,0,0,0,0,0,0,0,0,0
2007-12-21,Malaysia,21,15,11,6,7,9,3,2,0,0,74
2007-12-22,Malaysia,94,67,43,40,22,13,8,8,0,0,295
2007-12-23,Malaysia,123,102,93,50,71,46,33,14,0,2,534
2007-12-24,Malaysia,36,18,16,6,10,3,4,2,0,0,95
2007-12-25,Malaysia,40,32,25,23,18,11,14,2,1,0,166
2007-12-26,Malaysia,63,26,24,17,17,10,3,2,0,0,162
2007-12-27,Malaysia,125,133,87,72,35,22,4,3,0,1,482
2007-12-28,Malaysia,150,57,55,26,32,17,7,5,1,8,358
2007-12-29,Malaysia,122,83,46,32,29,18,7,5,0,0,342
2007-12-30,Malaysia,130,85,69,62,62,30,27,9,1,0,475
2007-12-31,Malaysia,46,31,16,14,16,13,3,2,0,0,141
2008-01-01,Malaysia,40,31,29,27,21,17,5,3,0,0,173
2008-01-02,Malaysia,107,38,21,25,14,1,6,1,0,0,213
2008-01-03,Malaysia,178,60,38,29,21,11,6,5,0,1,349
2008-01-04,Malaysia,102,59,29,22,23,13,10,1,1,0,260
2008-01-05,Malaysia,124,43,40,24,13,12,3,1,0,1,261
2008-01-06,Malaysia,116,72,65,57,47,41,10,4,0,1,413
2008-01-07,Malaysia,236,54,23,25,22,9,8,3,0,1,381
2008-01-08,Malaysia,264,66,41,37,28,23,10,5,0,2,476
2008-01-09,Malaysia,287,49,22,23,11,9,6,2,1,3,413
2008-01-10,Malaysia,142,44,27,17,25,19,6,6,1,1,288
2008-01-11,Malaysia,187,44,32,23,16,11,6,3,0,0,322
2008-01-12,Malaysia,216,76,43,34,40,35,12,4,1,0,461
2008-01-13,Malaysia,253,93,71,69,68,38,28,9,0,0,629
2008-01-14,Malaysia,266,48,42,31,20,20,18,2,0,2,449
2008-01-15,Malaysia,445,130,69,57,28,20,12,2,0,0,763
2008-01-16,Malaysia,776,70,37,26,14,14,8,1,0,0,946
2008-01-17,Malaysia,656,67,49,32,25,22,12,5,0,3,871
2008-01-18,Malaysia,275,79,33,26,26,19,11,3,0,0,472
2008-01-19,Malaysia,318,84,45,29,18,13,11,1,1,2,522
2008-01-20,Malaysia,270,125,98,95,78,69,38,9,0,1,783
2008-01-21,Malaysia,342,43,31,28,32,16,11,2,0,1,506
2008-01-22,Malaysia,356,97,67,48,24,18,5,3,0,1,619
2008-01-23,Malaysia,579,163,93,83,66,49,26,6,2,1,1068
2008-01-24,Malaysia,566,80,41,30,18,16,11,3,0,0,765
2008-01-25,Malaysia,148,88,60,38,39,18,6,6,1,0,404
2008-01-26,Malaysia,332,121,54,40,22,19,13,4,0,0,605
2008-01-27,Malaysia,186,96,66,69,62,48,21,11,4,0,563
2008-01-28,Malaysia,296,67,59,28,28,13,13,5,0,4,513
2008-01-29,Malaysia,652,122,51,30,20,23,6,0,1,0,905
2008-01-30,Malaysia,590,77,42,41,30,19,6,2,0,0,807
2008-01-31,Malaysia,613,138,96,69,36,23,23,6,0,3,1007
2008-02-01,Malaysia,415,80,50,28,17,9,4,3,0,4,610
2008-02-02,Malaysia,211,57,28,32,26,20,13,0,3,0,390
2008-02-03,Malaysia,89,71,50,36,31,32,14,9,0,0,332
2008-02-04,Malaysia,201,52,35,30,23,17,10,5,0,0,373
2008-02-05,Malaysia,452,63,34,30,22,23,7,5,0,0,636
2008-02-06,Malaysia,330,51,40,34,28,21,5,3,0,0,512
2008-02-07,Malaysia,42,31,29,15,22,18,5,1,1,0,164
2008-02-08,Malaysia,52,28,26,17,13,6,2,4,0,0,148
2008-02-09,Malaysia,804,44,28,15,8,9,1,0,1,2,912
2008-02-10,Malaysia,86,60,31,38,23,15,4,2,0,2,261
2008-02-11,Malaysia,137,22,23,30,24,19,6,3,0,1,265
2008-02-12,Malaysia,234,56,42,22,25,14,10,3,1,1,408
2008-02-13,Malaysia,692,109,48,44,37,24,13,4,0,0,971
2008-02-14,Malaysia,536,61,44,26,20,29,14,3,0,5,738
2008-02-15,Malaysia,202,55,33,20,32,20,9,6,1,0,378
2008-02-16,Malaysia,280,82,82,31,38,21,9,5,0,1,549
2008-02-17,Malaysia,210,84,83,56,48,34,22,7,1,0,545
2008-02-18,Malaysia,255,27,16,25,10,20,11,1,0,0,365
2008-02-19,Malaysia,638,87,73,48,45,24,15,2,1,2,935
2008-02-20,Malaysia,475,109,55,40,25,22,11,3,0,0,740
2008-02-21,Malaysia,565,135,84,77,32,27,19,4,0,1,944
2008-02-22,Malaysia,350,76,49,56,31,22,9,6,0,2,601
2008-02-23,Malaysia,1787,62,46,22,11,19,5,1,0,0,1953
2008-02-24,Malaysia,218,109,96,82,63,33,19,7,2,0,629
2008-02-25,Malaysia,93,49,30,30,16,14,8,2,1,0,243
2008-02-26,Malaysia,408,99,64,50,30,27,13,4,0,5,700
2008-02-27,Malaysia,386,59,43,29,23,20,7,6,0,0,573
2008-02-28,Malaysia,408,89,50,50,37,25,25,5,1,2,692
2008-02-29,Malaysia,283,70,28,22,16,12,10,3,0,1,445
2008-03-01,Malaysia,323,74,36,21,19,16,9,3,0,0,501
2008-03-02,Malaysia,164,111,105,84,86,43,21,15,2,1,632
2008-03-03,Malaysia,287,56,56,40,23,16,8,5,1,5,497
2008-03-04,Malaysia,376,78,43,29,19,12,10,2,0,0,569
2008-03-05,Malaysia,348,52,41,21,21,23,4,7,0,0,517
2008-03-06,Malaysia,240,59,37,34,25,19,7,5,0,0,426
